Date ,Product ID,Product Name ,Amount,Cost,Price($),State,Profit,Lookup Id,Lookup Price,LookUp Name
24/12/2020,86,Jmltech Compatible with iPhone 13 Pro Max Case Flower Clear Frosted Hard Back Slim Thin Cute Silicone Protective Women Camera Protection Phone Case for iPhone 13 Pro Max Mandala,2,6.88,9.99,Sold-out,3.11,75,12.99,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Blue
25/12/2020,53,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),3,8.13,9.99,Sold-out,1.86,76,12.99,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Dark Blue
26/12/2020,96,Elando Crystal Clear Case Compatible with iPhone 13 Pro Case Non-Yellowing Protective Shockproof Slim Thin Phone Case 6.1 inch Clear Gray,1,8.18,15.99,Sold-out,7.81,77,16.14,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case 6.7 inch 2021 (Clear)
27/12/2020,96,Elando Crystal Clear Case Compatible with iPhone 13 Pro Case Non-Yellowing Protective Shockproof Slim Thin Phone Case 6.1 inch Clear Gray,1,3.70,15.99,Sold-out,12.29,78,19.54,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue
28/12/2020,33,Spigen Liquid Air Armor Designed for iPhone 13 Pro Case (2021) - Navy Blue,0,10.70,16.99,Sold-out,6.29,79,10.99,TJS Phone Case Compatible with Samsung Galaxy J7 2018/J7 Refine/J7 Star/J7 Eon/J7 TOP/J7 Aero/J7 Crown/J7 Aura/J7 V 2nd Gen Metallic Brush Finish Inner Layer Protector Cover (Rose Gold)
29/12/2020,76,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Dark Blue,1,10.92,12.99,Sold-out,2.07,80,12.89,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black)
30/12/2020,85,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Red,2,2.17,12.99,Sold-out,10.82,81,12.89,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Green)
31/12/2020,43,Miracase Compatible with iPhone 13 case 6.1 inch [Glass Instead Plastic] with Built-in 9H Tempered Glass Screen Protector for iPhone 132021 Upgrade Full-Body Glass Clear Case Dark Blue,2,14.73,17.99,Sold-out,3.26,82,5.49,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Colette Blue
01/01/2021,68,"HOTWAV 2022 Designed for iPhone 13 Case | Soft Texture | Translucent Matte Back | Anti -Scratchi | Dirt-Resistanti | Slim Fit for iPhone 13 6.1"" - Black",1,1.07,2.99,Sold-out,1.92,83,5.99,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Fruit and Flower
02/01/2021,80,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black),2,0.14,12.89,Sold-out,12.75,84,15.99,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Black
03/01/2021,80,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black),3,10.96,12.89,Sold-out,1.93,85,12.99,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Red
04/01/2021,28,NTG [1st Generation] Designed for iPhone 13 Case Heavy-Duty Tough Rugged Lightweight Slim Shockproof Protective Case for iPhone 13 6.1 InchBlack,1,9.44,14.99,Sold-out,5.55,86,9.99,Jmltech Compatible with iPhone 13 Pro Max Case Flower Clear Frosted Hard Back Slim Thin Cute Silicone Protective Women Camera Protection Phone Case for iPhone 13 Pro Max Mandala
05/01/2021,17,"K TOMOTO Compatible with iPhone 13 Case [Drop Protection] [Anti-Scratch] Shockproof Liquid Silicone Anti-Fingerprint Cover with Microfiber Lining Phone Case for iPhone 13 6.1"" (2021) Hot Pink",2,0.49,16.99,Sold-out,16.50,87,12.74,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Black)
06/01/2021,65,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Nothin' to Hide,3,13.10,19.99,Sold-out,6.89,88,15.99,CAPERCASE Everyday Carry Series for iPhone 13 Case Shockproof Protective Anti-Slip Slim Hard Cell Phone Cases with Lens Protection and Dust Plugs (Port Covers) for iPhone 13 6.1 inch Green Blue
07/01/2021,81,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Green),1,4.63,12.89,Sold-out,8.26,89,15.98,ACKETBOX for iPhone 13 Case with Screen Protector and Camera Protective Filmï¼ŒHeavy Duty PC Back Case + Front Cover and Clear TPU Full Body Protective Cover for iPhone 13 6.1 inch 2021 (Flowers)
08/01/2021,20,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (HD Clear),1,6.27,7.99,Sold-out,1.72,90,30.99,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown)
09/01/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,3,4.55,9.99,Sold-out,5.44,91,12.98,Cordking iPhone 11 Case Silicone Ultra Slim Shockproof Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Black
10/01/2021,47,Smartish iPhone 13 Slim Case - Gripmunk - [Lightweight + Protective] Thin Grip Cover - Black Tie Affair,2,8.22,14.99,Sold-out,6.77,92,13.98,Cordking iPhone 11 Case Silicone Ultra Slim Shockproof Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Fluorescent Green
11/01/2021,65,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Nothin' to Hide,0,15.65,19.99,Sold-out,4.34,93,17.99,Spigen Tough Armor [Extreme Protection Tech] Designed for iPhone 13 Case (2021) - Gunmetal
12/01/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,2,18.56,19.98,Sold-out,1.42,94,17.99,Spigen Tough Armor [Extreme Protection Tech] Designed for iPhone 13 Case (2021) - Red
13/01/2021,2,CASEKOO [Upgraded] Clear for iPhone 13 Case [Non-Yellowing] [Anti-Fingerprint] 8FT Military Grade Shockproof Protective Phone Case Non-Slip Cover Slim Fit 6.1 inch - (Matte Clear),3,12.38,16.14,Sold-out,3.76,95,15.99,Elando Crystal Clear Case Compatible with iPhone 13 Pro Case Non-Yellowing Protective Shockproof Slim Thin Phone Case 6.1 inch Classic Blue
14/01/2021,88,CAPERCASE Everyday Carry Series for iPhone 13 Case Shockproof Protective Anti-Slip Slim Hard Cell Phone Cases with Lens Protection and Dust Plugs (Port Covers) for iPhone 13 6.1 inch Green Blue,0,3.67,15.99,Sold-out,12.32,96,15.99,Elando Crystal Clear Case Compatible with iPhone 13 Pro Case Non-Yellowing Protective Shockproof Slim Thin Phone Case 6.1 inch Clear Gray
15/01/2021,32,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Purple Glitter,0,6.23,9.99,Sold-out,3.76,97,15.29,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin
16/01/2021,74,ESR Air Armor Case Compatible with iPhone 13 Case Military-Grade Drop Protection Shock-Absorbing Corners Yellowing-Resistant Hard Back Scratch Resistant Frosted Black,0,18.63,18.99,Sold-out,0.36,98,16.99,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin
17/01/2021,3,Cordking Designed for iPhone 13 Case Silicone Ultra Slim Shockproof Protective Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Blue,2,14.31,16.98,Sold-out,2.67,99,10.99,Linyune iPhone 13 Flower Case with Ring Holder Pressed Real Flowers Clear Case with Floral Design for Cute Girls WomenSoft TPU Flexible Rubber Bumper Cover for iPhone 136.1 inch Navy Blue
18/01/2021,9,Red2Fire Designed for iPhone 13 Case with Built-in Screen Protector 360Â° Full Body Protective Cover Heavy Duty Lightweight Slim Shockproof Clear Phone Case for iPhone 13 6.1 inch (Black),1,5.54,15.99,Sold-out,10.45,100,12.99,Linyune Flower Case for iPhone 13 Pressed Real Flowers Clear Case with Floral Design for Cute Girls Women [Rings Stand] Soft TPU Flexible Rubber Bumper Cover for iPhone 136.1 inch Light Blue
19/01/2021,63,Spigen Ultra Hybrid S [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,1,7.82,16.99,Sold-out,9.17,,,
20/01/2021,21,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (Blue),0,7.14,9.99,Sold-out,2.85,,,
21/01/2021,82,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Colette Blue,2,4.27,5.49,Sold-out,1.22,,,
22/01/2021,87,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Black),0,4.26,12.74,Sold-out,8.48,,,
23/01/2021,72,Apple Silicone Case with MagSafe (for iPhone 13 Pro) - Pink Pomelo,1,24.67,49,Sold-out,24.33,,,
24/01/2021,84,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Black,2,9.38,15.99,Sold-out,6.61,,,
25/01/2021,61,Spigen Ultra Hybrid [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,0,13.19,14.49,Sold-out,1.30,,,
26/01/2021,81,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Green),3,0.25,12.89,Sold-out,12.64,,,
27/01/2021,77,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case 6.7 inch 2021 (Clear),3,2.59,16.14,Sold-out,13.55,,,
28/01/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,0,5.30,9.99,Sold-out,4.69,,,
29/01/2021,83,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Fruit and Flower,1,3.53,5.99,Sold-out,2.46,,,
30/01/2021,49,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (HD Clear),0,6.42,7.99,Sold-out,1.57,,,
31/01/2021,72,Apple Silicone Case with MagSafe (for iPhone 13 Pro) - Pink Pomelo,2,2.13,49,Sold-out,46.87,,,
01/02/2021,32,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Purple Glitter,3,5.50,9.99,Sold-out,4.49,,,
02/02/2021,80,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black),1,12.10,12.89,Sold-out,0.79,,,
03/02/2021,14,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Pink,3,10.43,19.99,Sold-out,9.56,,,
04/02/2021,50,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - ROCK SKIP WAY,0,1.98,39.95,Sold-out,37.97,,,
05/02/2021,78,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue,3,7.96,19.54,Sold-out,11.58,,,
06/02/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,3,10.75,15.29,Sold-out,4.54,,,
07/02/2021,73,Designed for iPhone 13 CaseORETECH iPhone 13 Case with 2 x Tempered Glass Screen Protector&Camera Lens Protector for iPhone 13 Hard PC+TPU Shockproof Non-Slip Case Cover for iPhone 13 Case-Black,2,13.39,13.99,Sold-out,0.60,,,
08/02/2021,14,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Pink,2,12.64,19.99,Sold-out,7.35,,,
09/02/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,2,2.82,15.29,Sold-out,12.47,,,
10/02/2021,60,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Dark Green),2,13.65,14.99,Sold-out,1.34,,,
11/02/2021,48,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown),2,22.61,30.99,Sold-out,8.38,,,
12/02/2021,36,"Humixx Shockproof Designed for iPhone 13 Case [Military Grade Drop Tested] [Airbag Protection] Translucent Matte Back and Soft Edge Slim Case Compatible with iPhone 13 6.1"" 5G - Pine Green",1,20.28,24.99,Sold-out,4.71,,,
13/02/2021,100,Linyune Flower Case for iPhone 13 Pressed Real Flowers Clear Case with Floral Design for Cute Girls Women [Rings Stand] Soft TPU Flexible Rubber Bumper Cover for iPhone 136.1 inch Light Blue,3,10.64,12.99,Sold-out,2.35,,,
14/02/2021,30,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Sparkly Shockproof Protective Cute Slim Thin Phone Cases Cover for Women Girls - 6.1 inch 2021,1,3.20,5.94,Sold-out,2.74,,,
15/02/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,0,17.46,19.99,Sold-out,2.53,,,
16/02/2021,8,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - ROCK SKIP WAY,3,2.86,39.95,Sold-out,37.09,,,
17/02/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,0,11.65,19.99,Sold-out,8.34,,,
18/02/2021,3,Cordking Designed for iPhone 13 Case Silicone Ultra Slim Shockproof Protective Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Blue,3,10.45,16.98,Sold-out,6.53,,,
19/02/2021,100,Linyune Flower Case for iPhone 13 Pressed Real Flowers Clear Case with Floral Design for Cute Girls Women [Rings Stand] Soft TPU Flexible Rubber Bumper Cover for iPhone 136.1 inch Light Blue,3,0.70,12.99,Sold-out,12.29,,,
20/02/2021,23,ORNARTO Shockproof Liquid Silicone Designed for iPhone 13 Case Gel Rubber Full Body Protection Anti-Shock Cover Case Drop Protection 6.1inch-Blue,2,9.12,14.98,Sold-out,5.86,,,
21/02/2021,49,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (HD Clear),1,1.44,7.99,Sold-out,6.55,,,
22/02/2021,56,LUPA Legacy iPhone 13 Wallet Case - Case with Card Holder - [Slim + Durable] for Women and Men - iPhone 13 Flip Cell Phone case - Faux Leather - Folio Cover - Burgundy,0,20.15,23.99,Sold-out,3.84,,,
23/02/2021,78,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue,1,1.24,19.54,Sold-out,18.30,,,
24/02/2021,36,"Humixx Shockproof Designed for iPhone 13 Case [Military Grade Drop Tested] [Airbag Protection] Translucent Matte Back and Soft Edge Slim Case Compatible with iPhone 13 6.1"" 5G - Pine Green",3,18.03,24.99,Sold-out,6.96,,,
25/02/2021,36,"Humixx Shockproof Designed for iPhone 13 Case [Military Grade Drop Tested] [Airbag Protection] Translucent Matte Back and Soft Edge Slim Case Compatible with iPhone 13 6.1"" 5G - Pine Green",2,3.37,24.99,Sold-out,21.62,,,
26/02/2021,30,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Sparkly Shockproof Protective Cute Slim Thin Phone Cases Cover for Women Girls - 6.1 inch 2021,0,2.85,5.94,Sold-out,3.09,,,
27/02/2021,52,i-Blason Cosmo Series Case for iPhone 13 6.1 inch (2021 Release) Slim Full-Body Stylish Protective Case with Built-in Screen Protector(Ocean),2,19.62,23.99,Sold-out,4.37,,,
28/02/2021,32,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Purple Glitter,3,5.97,9.99,Sold-out,4.02,,,
01/03/2021,39,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Red Crystal,0,11.52,16.99,Sold-out,5.47,,,
02/03/2021,24,Humixx Crystal Clear Designed for iPhone 13 Case [Not Yellowing] [Military Grade Drop Protection] [Anti-Scratch] Hard PC Back and Soft TPU Bumper Shockproof Protective 13 Phone Case Cover 6.1 Inch,0,16.91,17.99,Sold-out,1.08,,,
03/03/2021,60,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Dark Green),2,7.25,14.99,Sold-out,7.74,,,
04/03/2021,94,Spigen Tough Armor [Extreme Protection Tech] Designed for iPhone 13 Case (2021) - Red,3,5.32,17.99,Sold-out,12.67,,,
05/03/2021,83,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Fruit and Flower,2,0.50,5.99,Sold-out,5.49,,,
06/03/2021,28,NTG [1st Generation] Designed for iPhone 13 Case Heavy-Duty Tough Rugged Lightweight Slim Shockproof Protective Case for iPhone 13 6.1 InchBlack,0,9.79,14.99,Sold-out,5.20,,,
07/03/2021,54,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Cobalt Blue),0,4.21,11.99,Sold-out,7.78,,,
08/03/2021,37,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Sand Beige,0,11.12,16.99,Sold-out,5.87,,,
09/03/2021,17,"K TOMOTO Compatible with iPhone 13 Case [Drop Protection] [Anti-Scratch] Shockproof Liquid Silicone Anti-Fingerprint Cover with Microfiber Lining Phone Case for iPhone 13 6.1"" (2021) Hot Pink",1,12.07,16.99,Sold-out,4.92,,,
10/03/2021,65,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Nothin' to Hide,0,6.50,19.99,Sold-out,13.49,,,
11/03/2021,75,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Blue,1,6.09,12.99,Sold-out,6.90,,,
12/03/2021,88,CAPERCASE Everyday Carry Series for iPhone 13 Case Shockproof Protective Anti-Slip Slim Hard Cell Phone Cases with Lens Protection and Dust Plugs (Port Covers) for iPhone 13 6.1 inch Green Blue,1,7.86,15.99,Sold-out,8.13,,,
13/03/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,0,16.89,19.99,Sold-out,3.10,,,
14/03/2021,54,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Cobalt Blue),2,9.26,11.99,Sold-out,2.73,,,
15/03/2021,33,Spigen Liquid Air Armor Designed for iPhone 13 Pro Case (2021) - Navy Blue,1,7.08,16.99,Sold-out,9.91,,,
16/03/2021,21,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (Blue),1,2.05,9.99,Sold-out,7.94,,,
17/03/2021,68,"HOTWAV 2022 Designed for iPhone 13 Case | Soft Texture | Translucent Matte Back | Anti -Scratchi | Dirt-Resistanti | Slim Fit for iPhone 13 6.1"" - Black",3,2.74,2.99,Sold-out,0.25,,,
18/03/2021,2,CASEKOO [Upgraded] Clear for iPhone 13 Case [Non-Yellowing] [Anti-Fingerprint] 8FT Military Grade Shockproof Protective Phone Case Non-Slip Cover Slim Fit 6.1 inch - (Matte Clear),2,2.80,16.14,Sold-out,13.34,,,
19/03/2021,45,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),3,3.01,9.99,Sold-out,6.98,,,
20/03/2021,61,Spigen Ultra Hybrid [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,3,13.82,14.49,Sold-out,0.67,,,
21/03/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,2,5.83,9.99,Sold-out,4.16,,,
22/03/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,1,3.30,15.29,Sold-out,11.99,,,
23/03/2021,75,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Blue,0,6.17,12.99,Sold-out,6.82,,,
24/03/2021,11,GVIEWIN Designed for iPhone 13 Case 6.1 Inch with Tempered Glass Screen Protector + Camera Lens Protector Clear Flower Soft & Flexible Shockproof Floral Women Phone Cover (Abundant Blossom/White),1,1.10,16.99,Sold-out,15.89,,,
25/03/2021,28,NTG [1st Generation] Designed for iPhone 13 Case Heavy-Duty Tough Rugged Lightweight Slim Shockproof Protective Case for iPhone 13 6.1 InchBlack,0,4.12,14.99,Sold-out,10.87,,,
26/03/2021,73,Designed for iPhone 13 CaseORETECH iPhone 13 Case with 2 x Tempered Glass Screen Protector&Camera Lens Protector for iPhone 13 Hard PC+TPU Shockproof Non-Slip Case Cover for iPhone 13 Case-Black,3,9.31,13.99,Sold-out,4.68,,,
27/03/2021,34,Spigen Ultra Hybrid Mag [Anti-Yellowing Technology] Compatible with MagSafe Designed for iPhone 13 Pro Case (2021) - Black,0,19.97,21.99,Sold-out,2.02,,,
28/03/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,3,8.11,19.99,Sold-out,11.88,,,
29/03/2021,16,Spigen Rugged Armor Designed for iPhone 13 Case (2021) - Matte Black,3,13.99,14.99,Sold-out,1.00,,,
30/03/2021,49,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (HD Clear),0,7.75,7.99,Sold-out,0.24,,,
31/03/2021,23,ORNARTO Shockproof Liquid Silicone Designed for iPhone 13 Case Gel Rubber Full Body Protection Anti-Shock Cover Case Drop Protection 6.1inch-Blue,3,10.52,14.98,Sold-out,4.46,,,
01/04/2021,78,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue,1,8.79,19.54,Sold-out,10.75,,,
02/04/2021,3,Cordking Designed for iPhone 13 Case Silicone Ultra Slim Shockproof Protective Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Blue,1,11.77,16.98,Sold-out,5.21,,,
03/04/2021,40,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Frost Black,1,8.92,16.99,Sold-out,8.07,,,
04/04/2021,18,Mkeke Compatible with iPhone 13 Case Clear Transparent Shockproof Protective Bumpers Phone Cases for iPhone 13 Released 2021,2,4.96,13.99,Sold-out,9.03,,,
05/04/2021,86,Jmltech Compatible with iPhone 13 Pro Max Case Flower Clear Frosted Hard Back Slim Thin Cute Silicone Protective Women Camera Protection Phone Case for iPhone 13 Pro Max Mandala,0,5.79,9.99,Sold-out,4.20,,,
06/04/2021,33,Spigen Liquid Air Armor Designed for iPhone 13 Pro Case (2021) - Navy Blue,2,2.80,16.99,Sold-out,14.19,,,
07/04/2021,81,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Green),1,7.28,12.89,Sold-out,5.61,,,
08/04/2021,40,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Frost Black,0,5.72,16.99,Sold-out,11.27,,,
09/04/2021,79,TJS Phone Case Compatible with Samsung Galaxy J7 2018/J7 Refine/J7 Star/J7 Eon/J7 TOP/J7 Aero/J7 Crown/J7 Aura/J7 V 2nd Gen Metallic Brush Finish Inner Layer Protector Cover (Rose Gold),1,10.94,10.99,Sold-out,0.05,,,
10/04/2021,37,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Sand Beige,0,8.93,16.99,Sold-out,8.06,,,
